"","AKT (pS473)","AKT(pT308)","Bcl-2","Bcl-2 (pS70)","Bcl-xL","Bim","Btk (pY223)/Itk (pY180)","Btk (pY551) & p-Itk (pY511)","IgG Kappa (isotype control)","Mcl-1","MEK1 (pS218)/MEK2 (pS222)","MEK1 (pS298)","mTOR (pS2448)","NF-κB p65 (pS529)","p38 MAPK (pT180/182)","p44/42 MAPK (pT202/Y204)","p53(pS37)","p90RSK (pS380)","PLC-γ2 (pY759)","Rb (pS807/S811)","S6-ribosomal protein (pS235/236)","SAPK/JNK (pT183/Y185)","STAT1 (pS727)","STAT1 (pY701)","STAT3 (pS727)","STAT3 (pY705)","STAT5 (pY694)","STAT6 (pY641)","SYK (pY525/526)","TBK1 (pS172)","Tyrosine (pY100)","ZAP70/Syk (pY319/Y352)"
"126",1741.10818069706,1186.44252534744,7942.08463266922,1228.0877168673,9463.37606449573,5043.31611837479,6551.53080113274,1124.17500066953,1156.68479605913,1293.30361030909,1166.21372884288,1119.26308744081,1230.09960482306,NA,1127.47250749708,1286.5509183671,1133.35242295337,1301.86104972373,1319.89606983603,1223.72512125697,5907.27104401942,1259.73967242661,1100.85983517958,1134.49925233578,2172.73265635711,1114.25288131661,1212.78102826411,1106.51052369989,1414.13470556463,1172.22106980823,2566.45477730906,1195.25733600424
"127",2190.37084885409,885.134090394788,6862.88740908478,901.617319862718,17700.5993088795,4372.94415488099,4126.84860540753,779.09113042529,732.55584813165,1137.29858804336,794.056058749534,772.688325563767,847.741513434497,753.041389338893,861.96133445374,1160.17560677937,801.469174982466,1140.44685431542,906.140656292675,831.201072708733,1310.01976119778,1773.31497334299,822.692903566651,832.343225594934,850.119490994314,750.078322807763,931.651911903058,912.753743775921,1149.6299555877,844.979984514463,1812.09692009069,814.809964290982
"128",1796.98970055392,904.209913865178,14606.0476861194,880.498152337311,6152.37190999545,4475.58322672507,6969.87444336702,735.928762441898,664.878545639202,1143.03310368418,727.905613709982,773.810740107778,1152.49245985863,779.83577672903,758.554038162061,1050.87867326805,735.643467837335,1080.96850427481,947.3323699876,822.571013211481,6411.84372401529,1522.99936158904,722.874168214658,679.653616909679,953.870634975204,679.812940409568,798.280777559986,781.247242258559,1090.94644706719,866.279142501341,2146.12747786052,806.083059123189
"129",1195.57258114504,342.386245710291,12993.6129150291,577.595294725819,4184.30673619364,5162.11903293327,8398.68183406946,253.007487801636,159.415121489678,605.39811589015,261.929584744635,293.689952267688,576.270393002282,303.463380704274,233.433923028074,369.114475607599,243.243428176782,660.328492225596,517.430401369065,352.775916194774,3454.47320203389,509.341686779183,197.829546645648,234.43507215071,564.645808964295,179.871235545158,368.426427582882,165.870912490362,718.676127196203,412.038742835466,2539.55320384331,300.689944698892
"130",661.211708244675,325.997305892655,6168.93529991513,509.752074159203,7671.8713539201,4545.03633244278,909.384246116631,260.225544730141,234.884035597962,742.514100387564,308.945785478226,285.151411502221,353.203990873706,261.518396529796,319.341917345031,396.844486866169,321.097516538531,524.051834256745,269.239632476548,361.071635926721,859.854743203374,1724.9772730232,256.182580663927,291.373181237448,386.473094820522,236.610333810307,380.386902983159,254.198001767976,443.877148251956,225.541058529848,690.101445378861,285.413398285008
"132",2753.66323040608,856.77633789735,8610.88541470147,909.876709447814,9794.58340381685,7115.33793025134,5300.4569896955,785.15560021143,710.201240773532,2382.87969458143,768.641248947281,797.976290840612,1107.2822283636,700.174052579779,855.564873431093,1212.87969006206,766.3380333986,1290.96510783716,982.102578948519,817.699837797467,9478.36619241699,3552.31877636444,726.129439934338,888.814677946578,1099.31442831576,766.102162479739,913.611454877383,917.142070644234,1228.39351064039,852.356230469912,2111.81809812928,831.899084961234
"133",794.858052710053,372.810556635944,5688.02965807701,445.874857365556,10233.4336006636,4161.43164122318,5287.57978149886,319.225270954294,263.791240969454,790.173485915204,341.877320099954,330.487672216885,418.540364999901,268.804764450554,350.410160421295,498.695370250943,359.767413991731,671.028818291313,447.300387858245,467.011829868268,1008.49397182453,1904.83051164788,277.765042049618,310.924365708095,445.197081063869,265.542565389626,450.117055302418,284.835334798269,637.943935531716,252.175448821647,3998.6244209378,434.69802844154
"134",4558.1222177972,3286.60865416676,18495.4584994487,3704.33905739719,14341.7042861928,15995.4531730919,10278.7854670482,3172.58648560114,3180.8335290936,3877.39839691382,3138.33917642845,3229.95390356766,3612.63137199961,3393.20345901983,3206.03217642914,3709.70294433921,3148.29655338275,3657.46650808599,3327.93137173533,3424.01247325129,16012.2410845686,6227.03494910063,3171.29826678079,3282.14578701943,3749.08586407972,3152.79213274963,3545.65359861091,3113.94350495471,3921.66604687758,3326.94123613539,5855.26186076899,3201.95343995425
"135",4384.89613799179,2481.52183244417,13112.6919306991,2648.2497264348,11862.4697383355,9642.25092411529,8231.21892838686,2382.8756035695,2373.91844149168,2714.87466057166,2372.44925190721,2435.17423684155,2760.63525225679,2502.05788334805,2414.62607258058,2898.45489094169,2356.15973776207,2776.61796942031,2610.51991293569,2543.99460624781,12397.6898577752,5293.46722729128,2362.57841266768,2404.81668223265,2695.27949986712,2346.30956511658,2722.82221309932,2326.11714899447,2973.65142006476,2539.53766627938,3798.27294310145,2424.24488241172
"136",1067.97031627702,613.653488693382,9415.94510875437,786.306537388156,11829.2185431479,6518.71595933771,4310.14778448145,494.263895648048,440.18471068112,1202.28144241409,546.039039193774,570.032229991368,710.519745427151,451.871376268673,584.081316571069,791.59988507086,590.776866434261,1072.51211874947,544.907974339112,641.581539419512,1292.66240734266,2595.83324823173,460.469703845312,521.113555733927,768.346454211729,442.151842440365,675.16667741939,468.50814395575,825.329264574219,425.040157781701,3299.54447201071,554.516082062343
"137",1187.12462595631,832.137295540986,6835.57580915508,855.429807470778,4438.0397349426,4201.38427007615,2664.99326043375,763.978963404644,791.824936052636,958.319452035475,802.156232741538,811.579024878167,925.022688346008,NA,792.285120471487,875.710813323238,788.607858705188,930.152084225917,847.39500261855,879.433827951887,3447.68743337586,1717.83631103261,771.510129265086,841.346763115227,876.072992949069,786.299195067143,868.972091164776,773.228892727003,1025.48645327461,823.159062937105,1236.57883854516,847.937226110867
"139",1829.63933545453,861.129580816496,8377.12312215037,936.067140377487,3368.03868984856,7255.96901435689,6153.3062401036,817.139011919147,736.142496021487,1103.53992818051,745.511063814234,820.069679086759,1182.84435607599,799.636059664711,778.881478056518,1042.4067682628,775.422398942188,1065.14225471667,890.034633308611,885.560954660883,8402.82856583421,1760.22156292506,785.245612715444,747.643196976098,890.252214592237,750.048637819799,891.119440947896,823.650734987819,1020.12049251368,837.898676091827,2596.78562238273,844.85675347973
"140",1262.99068797148,682.536273237109,15032.814887719,1034.83064261381,4410.53192651452,7643.01373599528,6340.72262299479,499.358797221816,451.89402094863,916.288866577006,547.484089400772,532.217961086177,998.419361645487,594.201293681504,503.816918681466,730.87850301384,535.033272127602,933.37314706736,676.260761481698,629.60475820132,2007.48511832169,805.808887504246,454.249483022469,497.845095435888,792.84049392511,453.832102918768,603.295989713308,465.914662351139,913.812349856386,685.343093992097,2425.69339901818,514.198408817673
"141",2536.93175515912,1205.85881189335,9900.76188321343,1293.69347959495,6517.85017000476,6398.28178916848,1975.81752891129,1079.75623538464,1056.10235024107,1467.74906862686,1099.70521493768,1170.23836176565,1301.56490489021,1053.05859453566,1275.892790593,1739.34870290713,1142.01113470026,1297.28801774576,1070.79317445398,1089.8408882503,1730.7708966845,2813.468457307,1135.3145948453,1079.14821615317,1172.44535453319,1054.57950090289,1141.04894384653,1182.59039150628,1376.08916941356,1248.00695411489,1373.13694654882,1108.02536655143
"142",2124.93522409354,973.535964599543,7635.87998235388,976.830516547502,3932.16663759344,6651.21324725428,5929.70497378284,893.719353550536,831.412441035875,1171.62813024689,840.474727769113,954.993854432633,1283.41755262077,883.14252136411,881.682780270619,1140.1900906968,881.487791630484,1050.05312522014,1062.9078659514,985.577181300742,10786.5003081612,1939.62203215607,882.380259280714,855.759110830686,1081.38693078894,843.074258786103,980.208641345374,929.129635167912,1099.79172447548,939.660782493966,2244.49416615277,983.753350106206
"143",2616.71525651491,1877.57520977429,9586.41624615276,1781.92498530823,5141.7834178914,5081.49587999914,3133.0720431137,1824.51623186787,1763.5974677565,2043.39918637593,1800.05319508089,1913.12680530284,2159.2875318442,1820.20879287093,1859.18492009307,2367.65988382452,1855.29098832427,1897.58943773701,1811.56802166925,1835.40568825492,2026.36728959466,3522.17600933579,1873.04271605335,1823.52717435548,2021.30058822542,1781.93855007584,1811.77011946448,1899.61689990072,1914.39285028955,2062.17330806121,2184.55395965744,1900.62921528187
"145",1060.87588308606,418.030506951209,7846.7176360626,287.083291647369,2721.23315807267,4098.75372042837,11103.1164828217,297.554210306134,198.183741517877,2631.04256712406,236.912035893043,359.844352544589,785.064041499705,354.504984786531,385.99556041555,2326.80325318723,346.599598112773,383.415678630714,1066.04673662916,360.86153230447,2567.20348925845,1247.93528547199,198.12064619191,239.379972085678,491.884062261127,189.719113447397,342.036745517647,194.822610189299,578.825628280703,439.544947986006,3490.83622259432,468.012369440119
